Country,Year,num_sequences,variant_dominant,num_sequences_per_1M,num_sequences_cumulative,num_sequences_cumulative_per_1M
Albania,237,1,,0.35,1,0.35
Albania,335,3,,1.06,4,1.41
Albania,349,3,,1.06,7,2.47
Albania,363,7,,2.46,14,4.93
Albania,377,12,,4.22,26,9.15
Albania,405,2,,0.7,28,9.85
Albania,419,4,,1.41,32,11.26
Albania,433,1,,0.35,33,11.61
Albania,517,2,,0.7,35,12.31
Albania,545,10,,3.52,45,15.83
Albania,559,1,,0.35,46,16.18
Albania,587,2,,0.7,48,16.88
Albania,601,2,,0.7,50,17.58
Albania,615,2,,0.7,52,18.28
Albania,629,2,,0.7,54,18.98
Albania,643,2,,0.7,56,19.68
Albania,657,4,,1.41,60,21.09
Albania,671,13,,4.57,73,25.66
Albania,685,228,Delta,80.22,301,105.88
Albania,699,318,Delta,111.88,619,217.76
Albania,713,1,,0.35,620,218.11
Albania,727,4,,1.41,624,219.52
Albania,741,192,Omicron (BA.1),67.55,816,287.07
Albania,755,252,Omicron (BA.1),88.66,1068,375.73
Albania,769,105,Omicron (BA.1),36.94,1173,412.67
Albania,783,2,,0.7,1175,413.37
Albania,811,3,,1.06,1178,414.43
Albania,881,22,,7.74,1200,422.17
Albania,895,99,Omicron (BA.5),34.83,1299,457.0
Albania,909,106,Omicron (BA.5),37.29,1405,494.29
Algeria,111,8,,0.18,8,0.18
Algeria,125,6,,0.13,14,0.31
Algeria,139,1,,0.02,15,0.33
Algeria,153,11,,0.24,26,0.57
Algeria,167,9,,0.2,35,0.77
Algeria,181,3,,0.07,38,0.84
Algeria,209,1,,0.02,39,0.86
Algeria,251,4,,0.09,43,0.95
Algeria,265,4,,0.09,47,1.04
Algeria,279,2,,0.04,49,1.08
Algeria,307,1,,0.02,50,1.1
Algeria,321,9,,0.2,59,1.3
Algeria,335,4,,0.09,63,1.39
Algeria,349,5,,0.11,68,1.5
Algeria,363,1,,0.02,69,1.52
Algeria,377,2,,0.04,71,1.56
Algeria,391,1,,0.02,72,1.58
Algeria,405,2,,0.04,74,1.62
Algeria,419,3,,0.07,77,1.69
Algeria,433,1,,0.02,78,1.71
Algeria,447,1,,0.02,79,1.73
Algeria,461,3,,0.07,82,1.8
Algeria,475,10,,0.22,92,2.02
Algeria,489,7,,0.16,99,2.18
Algeria,503,13,,0.29,112,2.47
Algeria,517,6,,0.13,118,2.6
Algeria,531,9,,0.2,127,2.8
Algeria,545,10,,0.22,137,3.02
Algeria,559,7,,0.16,144,3.18
Algeria,573,1,,0.02,145,3.2
Algeria,587,1,,0.02,146,3.22
Algeria,601,8,,0.18,154,3.4
Algeria,615,4,,0.09,158,3.49
Algeria,657,2,,0.04,160,3.53
Algeria,671,5,,0.11,165,3.64
Algeria,685,1,,0.02,166,3.66
Algeria,699,8,,0.18,174,3.84
Algeria,713,19,,0.42,193,4.26
Algeria,727,15,,0.33,208,4.59
Algeria,741,13,,0.29,221,4.88
Algeria,755,26,,0.58,247,5.46
Algeria,769,26,,0.58,273,6.04
Algeria,783,13,,0.29,286,6.33
Algeria,797,8,,0.18,294,6.51
Algeria,825,5,,0.11,299,6.62
Algeria,853,4,,0.09,303,6.71
Algeria,867,3,,0.07,306,6.78
Algeria,881,7,,0.16,313,6.94
Algeria,895,15,,0.33,328,7.27
Algeria,909,53,Omicron (BA.5),1.18,381,8.45
Algeria,923,123,Omicron (BA.5),2.74,504,11.19
Algeria,937,72,Omicron (BA.5),1.6,576,12.79
Algeria,951,39,Omicron (BA.5),0.87,615,13.66
Algeria,965,16,,0.36,631,14.02
Algeria,979,4,,0.09,635,14.11
Algeria,993,6,,0.13,641,14.24
Algeria,1007,5,,0.11,646,14.35
Algeria,1021,2,,0.04,648,14.39
Algeria,1035,8,,0.18,656,14.57
Algeria,1049,7,,0.16,663,14.73
Algeria,1063,15,,0.33,678,15.06
Algeria,1077,12,,0.27,690,15.33
Algeria,1091,8,,0.18,698,15.51
Algeria,1105,5,,0.11,703,15.62
Algeria,1119,4,,0.09,707,15.71
Algeria,1133,1,,0.02,708,15.73
Algeria,1161,3,,0.07,711,15.8
Algeria,1175,7,,0.16,718,15.96
Algeria,1189,7,,0.16,725,16.12
Algeria,1203,16,,0.36,741,16.48
Algeria,1217,2,,0.04,743,16.52
Andorra,517,2,,25.05,2,25.05
Andorra,531,5,,62.62,7,87.67
Andorra,545,13,,162.82,20,250.49
Andorra,559,1,,12.52,21,263.01
Andorra,573,2,,25.05,23,288.06
Andorra,587,1,,12.52,24,300.58
Andorra,601,2,,25.05,26,325.63
Andorra,615,1,,12.52,27,338.15
Andorra,629,4,,50.1,31,388.25
Andorra,643,2,,25.05,33,413.3
Andorra,685,4,,50.1,37,463.4
Andorra,699,12,,150.29,49,613.69
Andorra,713,21,,263.02,70,876.71
Andorra,727,17,,212.92,87,1089.63
Andorra,741,15,,187.87,102,1277.5
Andorra,755,9,,112.72,111,1390.22
Andorra,769,9,,112.72,120,1502.94
Andorra,783,4,,50.1,124,1553.04
Andorra,797,7,,87.67,131,1640.71
Andorra,811,4,,50.1,135,1690.81
Andorra,825,2,,25.05,137,1715.86
Andorra,839,6,,75.15,143,1791.01
Andorra,853,10,,125.25,153,1916.26
Andorra,867,8,,100.2,161,2016.46
Andorra,881,6,,75.15,167,2091.61
Andorra,895,21,,263.02,188,2354.63
Andorra,909,12,,150.29,200,2504.92
Andorra,923,9,,112.72,209,2617.64
Andorra,937,9,,112.72,218,2730.36
Andorra,951,3,,37.57,221,2767.93
Andorra,965,6,,75.15,227,2843.08
Andorra,979,3,,37.57,230,2880.65
Andorra,993,5,,62.62,235,2943.27
Andorra,1007,11,,137.77,246,3081.04
Andorra,1021,5,,62.62,251,3143.66
Andorra,1035,10,,125.25,261,3268.91
Andorra,1049,1,,12.52,262,3281.43
Andorra,1063,2,,25.05,264,3306.48
Andorra,1077,5,,62.62,269,3369.1
Angola,167,3,,0.08,3,0.08
Angola,251,5,,0.14,8,0.22
Angola,265,6,,0.17,14,0.39
Angola,279,4,,0.11,18,0.5
Angola,321,5,,0.14,23,0.64
Angola,335,53,Beta,1.49,76,2.13
Angola,349,3,,0.08,79,2.21
Angola,363,34,Others,0.96,113,3.17
Angola,377,39,Others,1.1,152,4.27
Angola,391,26,,0.73,178,5.0
Angola,405,43,Others,1.21,221,6.21
Angola,419,65,Beta,1.83,286,8.04
Angola,433,69,Beta,1.94,355,9.98
Angola,447,49,Alpha,1.38,404,11.36
Angola,461,48,Beta,1.35,452,12.71
Angola,475,12,,0.34,464,13.05
Angola,489,1,,0.03,465,13.08
Angola,503,16,,0.45,481,13.53
Angola,517,45,Alpha,1.26,526,14.79
Angola,531,32,Beta,0.9,558,15.69
Angola,545,31,Delta,0.87,589,16.56
Angola,559,4,,0.11,593,16.67
Angola,573,2,,0.06,595,16.73
Angola,587,6,,0.17,601,16.9
Angola,601,43,Delta,1.21,644,18.11
Angola,615,95,Delta,2.67,739,20.78
Angola,629,27,,0.76,766,21.54
Angola,643,18,,0.51,784,22.05
Angola,671,1,,0.03,785,22.08
Angola,685,1,,0.03,786,22.11
Angola,713,62,Omicron (BA.1),1.74,848,23.85
Angola,727,26,,0.73,874,24.58
Angola,923,1,,0.03,875,24.61
Angola,937,1,,0.03,876,24.64
Angola,951,10,,0.28,886,24.92
Angola,979,5,,0.14,891,25.06
Angola,993,1,,0.03,892,25.09
Angola,1007,5,,0.14,897,25.23
Angola,1021,1,,0.03,898,25.26
Argentina,111,146,Others,3.21,146,3.21
Argentina,125,165,Others,3.63,311,6.84
Argentina,139,67,Others,1.47,378,8.31
Argentina,153,78,Others,1.71,456,10.02
Argentina,167,60,Others,1.32,516,11.34
Argentina,181,110,Others,2.42,626,13.76
Argentina,195,99,Others,2.18,725,15.94
Argentina,209,110,Others,2.42,835,18.36
Argentina,223,135,Others,2.97,970,21.33
Argentina,237,49,Others,1.08,1019,22.41
Argentina,251,53,Others,1.16,1072,23.57
Argentina,265,38,Others,0.83,1110,24.4
Argentina,279,94,Others,2.07,1204,26.47
Argentina,293,56,Others,1.23,1260,27.7
Argentina,307,59,Others,1.3,1319,29.0
Argentina,321,54,Others,1.19,1373,30.19
Argentina,335,78,Others,1.71,1451,31.9
Argentina,349,57,Others,1.25,1508,33.15
Argentina,363,80,Others,1.76,1588,34.91
Argentina,377,61,Others,1.34,1649,36.25
Argentina,391,72,Others,1.58,1721,37.83
Argentina,405,65,Others,1.43,1786,39.26
Argentina,419,125,Others,2.75,1911,42.01
Argentina,433,230,Others,5.05,2141,47.06
Argentina,447,288,Others,6.33,2429,53.39
Argentina,461,406,Gamma,8.92,2835,62.31
Argentina,475,309,Gamma,6.79,3144,69.1
Argentina,489,338,Gamma,7.43,3482,76.53
Argentina,503,376,Gamma,8.26,3858,84.79
Argentina,517,411,Gamma,9.03,4269,93.82
Argentina,531,366,Gamma,8.04,4635,101.86
Argentina,545,376,Gamma,8.26,5011,110.12
Argentina,559,346,Gamma,7.6,5357,117.72
Argentina,573,482,Gamma,10.59,5839,128.31
Argentina,587,424,Gamma,9.32,6263,137.63
Argentina,601,378,Gamma,8.31,6641,145.94
Argentina,615,275,Delta,6.04,6916,151.98
Argentina,629,242,Delta,5.32,7158,157.3
Argentina,643,530,Delta,11.65,7688,168.95
Argentina,657,704,Delta,15.47,8392,184.42
Argentina,671,681,Delta,14.96,9073,199.38
Argentina,685,757,Delta,16.63,9830,216.01
Argentina,699,763,Delta,16.77,10593,232.78
Argentina,713,1021,Omicron (BA.1),22.43,11614,255.21
Argentina,727,632,Omicron (BA.1),13.89,12246,269.1
Argentina,741,582,Omicron (BA.1),12.79,12828,281.89
Argentina,755,340,Omicron (BA.1),7.47,13168,289.36
Argentina,769,209,Omicron (BA.1),4.59,13377,293.95
Argentina,783,119,Omicron (BA.1),2.61,13496,296.56
Argentina,797,52,Omicron (BA.1),1.14,13548,297.7
Argentina,811,42,Omicron (BA.1),0.92,13590,298.62
Argentina,825,53,Omicron (BA.2),1.16,13643,299.78
Argentina,839,93,Omicron (BA.2),2.04,13736,301.82
Argentina,853,176,Omicron (BA.2),3.87,13912,305.69
Argentina,867,275,Omicron (BA.2),6.04,14187,311.73
Argentina,881,249,Omicron (BA.2),5.47,14436,317.2
Argentina,895,248,Omicron (BA.2),5.45,14684,322.65
Argentina,909,356,Omicron (BA.5),7.82,15040,330.47
Argentina,923,427,Omicron (BA.5),9.38,15467,339.85
Argentina,937,320,Omicron (BA.5),7.03,15787,346.88
Argentina,951,215,Omicron (BA.4),4.72,16002,351.6
Argentina,965,120,Omicron (BA.5),2.64,16122,354.24
Argentina,979,75,Omicron (BA.4),1.65,16197,355.89
Argentina,993,29,,0.64,16226,356.53
Argentina,1007,24,,0.53,16250,357.06
Argentina,1021,18,,0.4,16268,357.46
Argentina,1035,57,Omicron (BQ.1),1.25,16325,358.71
Argentina,1049,210,Omicron (BQ.1),4.61,16535,363.32
Argentina,1063,854,Omicron (BQ.1),18.76,17389,382.08
Argentina,1077,562,Omicron (BQ.1),12.35,17951,394.43
Argentina,1091,394,Omicron (BQ.1),8.66,18345,403.09
Argentina,1105,129,Omicron (BQ.1),2.83,18474,405.92
Argentina,1119,27,,0.59,18501,406.51
Argentina,1133,15,,0.33,18516,406.84
Argentina,1147,29,,0.64,18545,407.48
Argentina,1161,33,Omicron (XBB.1.5),0.73,18578,408.21
Argentina,1175,18,,0.4,18596,408.61
Argentina,1189,23,,0.51,18619,409.12
Argentina,1203,16,,0.35,18635,409.47
Argentina,1217,25,,0.55,18660,410.02
Argentina,1231,18,,0.4,18678,410.42
Argentina,1245,13,,0.29,18691,410.71
Argentina,1259,26,,0.57,18717,411.28
Argentina,1273,25,,0.55,18742,411.83
Argentina,1287,14,,0.31,18756,412.14
Argentina,1301,18,,0.4,18774,412.54
Argentina,1315,20,,0.44,18794,412.98
Argentina,1329,17,,0.37,18811,413.35
Aruba,209,4,,37.57,4,37.57
Aruba,223,1,,9.39,5,46.96
Aruba,363,10,,93.93,15,140.89
Aruba,377,83,Others,779.64,98,920.53
Aruba,391,108,Others,1014.48,206,1935.01
Aruba,405,131,Alpha,1230.52,337,3165.53
Aruba,419,114,Alpha,1070.83,451,4236.36
Aruba,433,61,Alpha,572.99,512,4809.35
Aruba,447,139,Alpha,1305.67,651,6115.02
Aruba,461,151,Alpha,1418.39,802,7533.41
Aruba,475,106,Alpha,995.69,908,8529.1
Aruba,489,72,Alpha,676.32,980,9205.42
Aruba,503,142,Gamma,1333.85,1122,10539.27
Aruba,517,43,Gamma,403.91,1165,10943.18
Aruba,531,9,,84.54,1174,11027.72
Aruba,545,73,Delta,685.71,1247,11713.43
Aruba,559,100,Delta,939.33,1347,12652.76
Aruba,573,606,Delta,5692.33,1953,18345.09
Aruba,587,366,Delta,3437.94,2319,21783.03
Aruba,601,158,Delta,1484.14,2477,23267.17
Aruba,615,158,Delta,1484.14,2635,24751.31
Aruba,629,95,Delta,892.36,2730,25643.67
Aruba,643,33,Delta,309.98,2763,25953.65
Aruba,657,38,Delta,356.94,2801,26310.59
Aruba,671,35,Delta,328.77,2836,26639.36
Aruba,685,116,Delta,1089.62,2952,27728.98
Aruba,699,97,Delta,911.15,3049,28640.13
Aruba,727,28,,263.01,3077,28903.14
Aruba,755,3,,28.18,3080,28931.32
Aruba,769,4,,37.57,3084,28968.89
Aruba,797,10,,93.93,3094,29062.82
Aruba,811,30,Omicron (BA.2),281.8,3124,29344.62
Aruba,825,9,,84.54,3133,29429.16
Aruba,839,19,,178.47,3152,29607.63
Aruba,853,48,Omicron (BA.2),450.88,3200,30058.51
Aruba,867,48,Omicron (BA.2),450.88,3248,30509.39
Aruba,881,18,,169.08,3266,30678.47
Aruba,895,67,Omicron (BA.5),629.35,3333,31307.82
Aruba,909,59,Omicron (BA.5),554.2,3392,31862.02
Aruba,923,57,Omicron (BA.5),535.42,3449,32397.44
Aruba,937,77,Omicron (BA.5),723.28,3526,33120.72
Aruba,951,66,Omicron (BA.5),619.96,3592,33740.68
Aruba,965,24,,225.44,3616,33966.12
Aruba,979,51,Omicron (BA.5),479.06,3667,34445.18
Aruba,993,15,,140.9,3682,34586.08
Aruba,1007,44,Omicron (BA.5),413.3,3726,34999.38
Aruba,1021,46,Omicron (BA.5),432.09,3772,35431.47
Aruba,1035,45,Omicron (BQ.1),422.7,3817,35854.17
Aruba,1049,15,,140.9,3832,35995.07
Aruba,1063,31,Omicron (BQ.1),291.19,3863,36286.26
Aruba,1077,59,Omicron (BQ.1),554.2,3922,36840.46
Aruba,1091,97,Omicron (BQ.1),911.15,4019,37751.61
Aruba,1105,34,Omicron (BQ.1),319.37,4053,38070.98
Aruba,1119,9,,84.54,4062,38155.52
Aruba,1273,6,,56.36,4068,38211.88
Aruba,1287,8,,75.15,4076,38287.03
Aruba,1301,5,,46.97,4081,38334.0
Aruba,1315,11,,103.33,4092,38437.33
Australia,111,113,Others,4.32,113,4.32
Australia,125,80,Others,3.06,193,7.38
Australia,139,87,Others,3.32,280,10.7
Australia,153,159,Others,6.07,439,16.77
Australia,167,807,Others,30.83,1246,47.6
Australia,181,2643,Others,100.96,3889,148.56
Australia,195,3900,Others,148.98,7789,297.54
Australia,209,2390,Others,91.3,10179,388.84
Australia,223,1563,Others,59.71,11742,448.55
Australia,237,642,Others,24.52,12384,473.07
Australia,251,264,Others,10.09,12648,483.16
Australia,265,156,Others,5.96,12804,489.12
Australia,279,104,Others,3.97,12908,493.09
Australia,293,63,Others,2.41,12971,495.5
Australia,307,62,Others,2.37,13033,497.87
Australia,321,46,Others,1.76,13079,499.63
Australia,335,134,Others,5.12,13213,504.75
Australia,349,194,Others,7.41,13407,512.16
Australia,363,110,Others,4.2,13517,516.36
Australia,377,68,Others,2.6,13585,518.96
Australia,391,70,Alpha,2.67,13655,521.63
Australia,405,56,Alpha,2.14,13711,523.77
Australia,419,117,Alpha,4.47,13828,528.24
Australia,433,126,Others,4.81,13954,533.05
Australia,447,101,Alpha,3.86,14055,536.91
Australia,461,221,Alpha,8.44,14276,545.35
Australia,475,122,Delta,4.66,14398,550.01
Australia,489,49,Alpha,1.87,14447,551.88
Australia,503,65,Delta,2.48,14512,554.36
Australia,517,101,Delta,3.86,14613,558.22
Australia,531,450,Delta,17.19,15063,575.41
Australia,545,1216,Delta,46.45,16279,621.86
Australia,559,2235,Delta,85.38,18514,707.24
Australia,573,2788,Delta,106.5,21302,813.74
Australia,587,3075,Delta,117.47,24377,931.21
Australia,601,4606,Delta,175.95,28983,1107.16
Australia,615,2012,Delta,76.86,30995,1184.02
Australia,629,2503,Delta,95.62,33498,1279.64
Australia,643,2264,Delta,86.49,35762,1366.13
Australia,657,1691,Delta,64.6,37453,1430.73
Australia,671,1968,Delta,75.18,39421,1505.91
Australia,685,2523,Delta,96.38,41944,1602.29
Australia,699,4196,Delta,160.29,46140,1762.58
Australia,713,4713,Omicron (BA.1),180.04,50853,1942.62
Australia,727,3974,Omicron (BA.1),151.81,54827,2094.43
Australia,741,2807,Omicron (BA.1),107.23,57634,2201.66
Australia,755,3158,Omicron (BA.1),120.64,60792,2322.3
Australia,769,3035,Omicron (BA.1),115.94,63827,2438.24
Australia,783,4133,Omicron (BA.2),157.88,67960,2596.12
Australia,797,6304,Omicron (BA.2),240.82,74264,2836.94
Australia,811,5778,Omicron (BA.2),220.72,80042,3057.66
Australia,825,4959,Omicron (BA.2),189.44,85001,3247.1
Australia,839,4915,Omicron (BA.2),187.76,89916,3434.86
Australia,853,5315,Omicron (BA.2),203.04,95231,3637.9
Australia,867,5404,Omicron (BA.2),206.44,100635,3844.34
Australia,881,4254,Omicron (BA.2),162.51,104889,4006.85
Australia,895,4674,Omicron (BA.5),178.55,109563,4185.4
Australia,909,4538,Omicron (BA.5),173.36,114101,4358.76
Australia,923,3851,Omicron (BA.5),147.11,117952,4505.87
Australia,937,4009,Omicron (BA.5),153.15,121961,4659.02
Australia,951,4306,Omicron (BA.5),164.49,126267,4823.51
Australia,965,3266,Omicron (BA.5),124.76,129533,4948.27
Australia,979,3433,Omicron (BA.5),131.14,132966,5079.41
Australia,993,3443,Omicron (BA.5),131.53,136409,5210.94
Australia,1007,4161,Omicron (BA.5),158.95,140570,5369.89
Australia,1021,5259,Omicron (BA.5),200.9,145829,5570.79
Australia,1035,5318,Omicron (BA.5),203.15,151147,5773.94
Australia,1049,4291,Omicron (BA.2.75),163.92,155438,5937.86
Australia,1063,4045,Omicron (BA.2.75),154.52,159483,6092.38
Australia,1077,2485,Omicron (BA.2.75),94.93,161968,6187.31
Australia,1091,2768,Recombinant,105.74,164736,6293.05
Australia,1105,1888,Recombinant,72.12,166624,6365.17
Australia,1119,1830,Recombinant,69.91,168454,6435.08
Australia,1133,1943,Recombinant,74.22,170397,6509.3
Australia,1147,1861,Omicron (XBB.1.5),71.09,172258,6580.39
Australia,1161,2191,Omicron (XBB.1.5),83.7,174449,6664.09
Australia,1175,2372,Omicron (XBB.1.5),90.61,176821,6754.7
Australia,1189,2571,Omicron (XBB.1.5),98.21,179392,6852.91
Australia,1203,2764,Omicron (XBB.1.9),105.59,182156,6958.5
Australia,1217,2632,Omicron (XBB.1.9),100.54,184788,7059.04
Australia,1231,2769,Omicron (XBB.1.16),105.78,187557,7164.82
Australia,1245,1589,Omicron (XBB.1.16),60.7,189146,7225.52
Australia,1259,1144,Recombinant,43.7,190290,7269.22
Australia,1273,728,Recombinant,27.81,191018,7297.03
Australia,1287,562,Omicron (XBB.1.16),21.47,191580,7318.5
Australia,1301,511,Recombinant,19.52,192091,7338.02
Australia,1315,519,Omicron (EG.5.1),19.83,192610,7357.85
Australia,1329,535,Omicron (EG.5.1),20.44,193145,7378.29
Australia,1343,60,Omicron (EG.5.1),2.29,193205,7380.58
Austria,111,36,Others,4.03,36,4.03
Austria,125,42,Others,4.7,78,8.73
Austria,139,3,,0.34,81,9.07
Austria,153,7,,0.78,88,9.85
Austria,167,2,,0.22,90,10.07
Austria,181,14,,1.57,104,11.64
Austria,195,11,,1.23,115,12.87
Austria,209,22,,2.46,137,15.33
Austria,223,42,Others,4.7,179,20.03
Austria,237,37,Others,4.14,216,24.17
Austria,251,32,Others,3.58,248,27.75
Austria,265,29,,3.24,277,30.99
Austria,279,73,Others,8.17,350,39.16
Austria,293,180,Others,20.14,530,59.3
Austria,307,174,Others,19.46,704,78.76
Austria,321,125,Others,13.98,829,92.74
Austria,335,48,Others,5.37,877,98.11
Austria,349,324,Others,36.24,1201,134.35
Austria,363,328,Others,36.69,1529,171.04
Austria,377,312,Others,34.9,1841,205.94
Austria,391,359,Alpha,40.16,2200,246.1
Austria,405,355,Alpha,39.71,2555,285.81
Austria,419,554,Alpha,61.97,3109,347.78
Austria,433,392,Alpha,43.85,3501,391.63
Austria,447,232,Alpha,25.95,3733,417.58
Austria,461,227,Alpha,25.39,3960,442.97
Austria,475,249,Alpha,27.85,4209,470.82
Austria,489,600,Alpha,67.12,4809,537.94
Austria,503,220,Alpha,24.61,5029,562.55
Austria,517,749,Delta,83.78,5778,646.33
Austria,531,402,Delta,44.97,6180,691.3
Austria,545,677,Delta,75.73,6857,767.03
Austria,559,639,Delta,71.48,7496,838.51
Austria,573,491,Delta,54.92,7987,893.43
Austria,587,596,Delta,66.67,8583,960.1
Austria,601,317,Delta,35.46,8900,995.56
Austria,615,345,Delta,38.59,9245,1034.15
Austria,629,313,Delta,35.01,9558,1069.16
Austria,643,430,Delta,48.1,9988,1117.26
Austria,657,440,Delta,49.22,10428,1166.48
Austria,671,408,Delta,45.64,10836,1212.12
Austria,685,267,Delta,29.87,11103,1241.99
Austria,699,246,Delta,27.52,11349,1269.51
Austria,713,763,Omicron (BA.1),85.35,12112,1354.86
Austria,727,567,Omicron (BA.1),63.43,12679,1418.29
Austria,741,860,Omicron (BA.1),96.2,13539,1514.49
Austria,755,1686,Omicron (BA.2),188.6,15225,1703.09
Austria,769,1129,Omicron (BA.1),126.29,16354,1829.38
Austria,783,1125,Omicron (BA.2),125.84,17479,1955.22
Austria,797,1594,Omicron (BA.2),178.31,19073,2133.53
Austria,811,994,Omicron (BA.2),111.19,20067,2244.72
Austria,825,897,Omicron (BA.2),100.34,20964,2345.06
Austria,839,883,Omicron (BA.2),98.77,21847,2443.83
Austria,853,1217,Omicron (BA.2),136.14,23064,2579.97
Austria,867,2110,Omicron (BA.2),236.03,25174,2816.0
Austria,881,2070,Omicron (BA.5),231.55,27244,3047.55
Austria,895,1811,Omicron (BA.5),202.58,29055,3250.13
Austria,909,1265,Omicron (BA.5),141.5,30320,3391.63
Austria,923,1641,Omicron (BA.5),183.56,31961,3575.19
Austria,937,1286,Omicron (BA.5),143.85,33247,3719.04
Austria,951,1942,Omicron (BA.5),217.24,35189,3936.28
Austria,965,1328,Omicron (BA.5),148.55,36517,4084.83
Austria,979,1941,Omicron (BA.5),217.12,38458,4301.95
Austria,993,2349,Omicron (BA.5),262.76,40807,4564.71
Austria,1007,1236,Omicron (BA.5),138.26,42043,4702.97
Austria,1021,1804,Omicron (BA.5),201.8,43847,4904.77
Austria,1035,1726,Omicron (BA.5),193.07,45573,5097.84
Austria,1049,2037,Omicron (BA.5),227.86,47610,5325.7
Austria,1063,1730,Omicron (BQ.1),193.52,49340,5519.22
Austria,1077,2142,Omicron (BQ.1),239.61,51482,5758.83
Austria,1091,1537,Omicron (BQ.1),171.93,53019,5930.76
Austria,1105,2012,Omicron (BQ.1),225.07,55031,6155.83
Austria,1119,2009,Omicron (XBB.1.5),224.73,57040,6380.56
Austria,1133,2036,Omicron (XBB.1.5),227.75,59076,6608.31
Austria,1147,2018,Omicron (XBB.1.5),225.74,61094,6834.05
Austria,1161,1507,Omicron (XBB.1.5),168.58,62601,7002.63
Austria,1175,2065,Omicron (XBB.1.5),230.99,64666,7233.62
Austria,1189,1545,Omicron (XBB.1.5),172.83,66211,7406.45
Austria,1203,840,Omicron (XBB.1.5),93.96,67051,7500.41
Austria,1217,339,Omicron (XBB.1.5),37.92,67390,7538.33
Austria,1231,684,Omicron (XBB.1.5),76.51,68074,7614.84
Austria,1245,566,Omicron (XBB.1.5),63.31,68640,7678.15
Austria,1259,418,Omicron (XBB.1.5),46.76,69058,7724.91
Austria,1273,9,,1.01,69067,7725.92
Austria,1287,10,,1.12,69077,7727.04
Austria,1301,24,,2.68,69101,7729.72
Austria,1315,62,Omicron (EG.5.1),6.94,69163,7736.66
Austria,1329,83,Omicron (EG.5.1),9.28,69246,7745.94
Austria,1343,24,,2.68,69270,7748.62
Bahamas,195,1,,2.44,1,2.44
Bahamas,209,2,,4.88,3,7.32
Bahamas,223,1,,2.44,4,9.76
Bahamas,237,2,,4.88,6,14.64
Bahamas,279,1,,2.44,7,17.08
Bahamas,293,8,,19.51,15,36.59
Bahamas,307,5,,12.2,20,48.79
Bahamas,321,1,,2.44,21,51.23
Bahamas,377,4,,9.76,25,60.99
Bahamas,433,7,,17.07,32,78.06
Bahamas,447,14,,34.15,46,112.21
Bahamas,461,13,,31.71,59,143.92
Bahamas,475,2,,4.88,61,148.8
Bahamas,489,7,,17.07,68,165.87
Bahamas,531,3,,7.32,71,173.19
Bahamas,545,5,,12.2,76,185.39
Bahamas,559,13,,31.71,89,217.1
Bahamas,573,74,Delta,180.49,163,397.59
Bahamas,587,1,,2.44,164,400.03
Bahamas,629,2,,4.88,166,404.91
Bahamas,643,8,,19.51,174,424.42
Bahamas,657,20,,48.78,194,473.2
Bahamas,671,16,,39.03,210,512.23
Bahamas,685,6,,14.63,216,526.86
Bahamas,699,2,,4.88,218,531.74
Bahamas,951,7,,17.07,225,548.81
Bahamas,965,17,,41.46,242,590.27
Bahamas,979,14,,34.15,256,624.42
Bahamas,993,7,,17.07,263,641.49
Bahamas,1007,5,,12.2,268,653.69
Bahamas,1021,16,,39.03,284,692.72
Bahamas,1035,2,,4.88,286,697.6
Bahamas,1049,7,,17.07,293,714.67
Bahamas,1063,3,,7.32,296,721.99
Bahamas,1091,5,,12.2,301,734.19
Bahrain,139,1,,0.68,1,0.68
Bahrain,153,2,,1.36,3,2.04
Bahrain,167,12,,8.15,15,10.19
Bahrain,181,1,,0.68,16,10.87
Bahrain,195,3,,2.04,19,12.91
Bahrain,223,6,,4.08,25,16.99
Bahrain,237,4,,2.72,29,19.71
Bahrain,251,3,,2.04,32,21.75
Bahrain,265,12,,8.15,44,29.9
Bahrain,279,45,Others,30.57,89,60.47
Bahrain,293,6,,4.08,95,64.55
Bahrain,307,33,Others,22.41,128,86.96
Bahrain,335,5,,3.4,133,90.36
Bahrain,349,2,,1.36,135,91.72
Bahrain,363,3,,2.04,138,93.76
Bahrain,377,11,,7.47,149,101.23
Bahrain,391,25,,16.98,174,118.21
Bahrain,405,17,,11.55,191,129.76
Bahrain,433,7,,4.75,198,134.51
Bahrain,447,35,Delta,23.77,233,158.28
Bahrain,461,15,,10.19,248,168.47
Bahrain,475,15,,10.19,263,178.66
Bahrain,489,49,Delta,33.28,312,211.94
Bahrain,503,41,Delta,27.85,353,239.79
Bahrain,517,17,,11.55,370,251.34
Bahrain,531,133,Delta,90.34,503,341.68
Bahrain,545,61,Delta,41.43,564,383.11
Bahrain,559,228,Delta,154.87,792,537.98
Bahrain,573,64,Delta,43.47,856,581.45
Bahrain,587,258,Delta,175.24,1114,756.69
Bahrain,601,86,Delta,58.41,1200,815.1
Bahrain,615,175,Delta,118.87,1375,933.97
Bahrain,629,349,Delta,237.05,1724,1171.02
Bahrain,643,382,Delta,259.47,2106,1430.49
Bahrain,657,418,Delta,283.92,2524,1714.41
Bahrain,671,208,Delta,141.28,2732,1855.69
Bahrain,685,550,Delta,373.58,3282,2229.27
Bahrain,699,373,Delta,253.36,3655,2482.63
Bahrain,713,368,Omicron (BA.1),249.96,4023,2732.59
